ARREST_DATE,Felony,Infraction,Misdemeanor,Unspecified,Violation
2019-04-07,1808.0,17.0,2778.0,,60.0
2019-04-14,1755.0,14.0,2777.0,,47.0
2019-04-21,1667.0,6.0,2620.0,,112.0
2019-04-28,1569.0,8.0,2551.0,,61.0
2019-05-05,1770.0,8.0,2668.0,,40.0
2019-05-12,1700.0,8.0,2706.0,,46.0
2019-05-19,1654.0,7.0,2466.0,,73.0
2019-05-26,1666.0,5.0,2665.0,,52.0
2019-06-02,1584.0,7.0,2489.0,,54.0
2019-06-09,1711.0,7.0,2631.0,,59.0
2019-06-16,1664.0,9.0,2467.0,,38.0
2019-06-23,1538.0,8.0,2510.0,,107.0
2019-06-30,1354.0,5.0,2181.0,,41.0
2019-07-07,1755.0,11.0,2559.0,,55.0
2019-07-14,1774.0,13.0,2653.0,,53.0
2019-07-21,1716.0,6.0,2520.0,,89.0
2019-07-28,1735.0,7.0,2609.0,,68.0
2019-08-04,1680.0,8.0,2482.0,,45.0
2019-08-11,1727.0,9.0,2530.0,,136.0
2019-08-18,1880.0,9.0,2536.0,,40.0
2019-08-25,1416.0,6.0,2030.0,,32.0
2019-09-01,1435.0,5.0,2154.0,,48.0
2019-09-08,1633.0,7.0,2188.0,,32.0
2019-09-15,1697.0,11.0,2266.0,,106.0
2019-09-22,1652.0,3.0,2426.0,,28.0
2019-09-29,1362.0,7.0,2167.0,,64.0
2019-10-06,1511.0,8.0,2112.0,,37.0
2019-10-13,1708.0,5.0,2406.0,,144.0
2019-10-20,1514.0,8.0,2180.0,,22.0
2019-10-27,1615.0,6.0,2304.0,,39.0
2019-11-03,1482.0,7.0,1995.0,,35.0
2019-11-10,1530.0,5.0,2179.0,,22.0
2019-11-17,1502.0,4.0,2101.0,,28.0
2019-11-24,1733.0,2.0,2193.0,,24.0
2019-12-01,1211.0,9.0,1806.0,,23.0
2019-12-08,1559.0,5.0,2102.0,,35.0
2019-12-15,1398.0,8.0,2019.0,,34.0
2019-12-22,1323.0,4.0,1733.0,,18.0
2019-12-29,893.0,4.0,1425.0,,16.0
2020-01-05,1212.0,,1666.0,,30.0
2020-01-12,1531.0,4.0,1999.0,,33.0
2020-01-19,1572.0,4.0,2050.0,,36.0
2020-01-26,1509.0,9.0,2066.0,,46.0
2020-02-02,1580.0,3.0,2062.0,,20.0
2020-02-09,1594.0,10.0,2250.0,,17.0
2020-02-16,1559.0,8.0,2026.0,,22.0
2020-02-23,1511.0,6.0,2215.0,,27.0
2020-03-01,1533.0,2.0,2095.0,,29.0
2020-03-08,1787.0,2.0,2239.0,,24.0
2020-03-15,1704.0,6.0,2274.0,,26.0
2020-03-22,1178.0,4.0,1285.0,,9.0
2020-03-29,815.0,1.0,880.0,,3.0
2020-04-05,653.0,,831.0,,4.0
2020-04-12,781.0,,830.0,,7.0
2020-04-19,877.0,,917.0,,4.0
2020-04-26,1051.0,2.0,1177.0,,8.0
2020-05-03,1306.0,4.0,1330.0,,19.0
2020-05-10,1281.0,1.0,1408.0,,8.0
2020-05-17,1522.0,3.0,1686.0,,8.0
2020-05-24,1521.0,4.0,1672.0,,18.0
2020-05-31,1468.0,6.0,1757.0,,9.0
2020-06-07,1364.0,1.0,1257.0,,20.0
2020-06-14,793.0,,841.0,,8.0
2020-06-21,778.0,,779.0,,3.0
2020-06-28,829.0,4.0,837.0,,1.0
2020-07-05,771.0,5.0,797.0,,1.0
2020-07-12,700.0,1.0,758.0,,
2020-07-19,820.0,2.0,807.0,,1.0
2020-07-26,968.0,3.0,861.0,,4.0
2020-08-02,915.0,,925.0,,1.0
2020-08-09,1088.0,1.0,1078.0,,3.0
2020-08-16,1171.0,2.0,1097.0,,2.0
2020-08-23,1202.0,7.0,1105.0,,5.0
2020-08-30,1139.0,2.0,1032.0,,6.0
2020-09-06,1420.0,8.0,1257.0,,
2020-09-13,1277.0,2.0,1294.0,,6.0
2020-09-20,1287.0,4.0,1230.0,,3.0
2020-09-27,1291.0,,1268.0,,8.0
2020-10-04,1350.0,3.0,1363.0,,5.0
2020-10-11,1478.0,3.0,1534.0,,6.0
2020-10-18,1409.0,4.0,1459.0,,3.0
2020-10-25,1468.0,5.0,1489.0,,2.0
2020-11-01,1347.0,5.0,1312.0,,10.0
2020-11-08,1130.0,9.0,1328.0,,5.0
2020-11-15,1229.0,6.0,1499.0,,5.0
2020-11-22,1413.0,2.0,1602.0,,9.0
2020-11-29,1183.0,3.0,1304.0,,1.0
2020-12-06,1524.0,8.0,1600.0,,5.0
2020-12-13,1577.0,6.0,1677.0,,5.0
2020-12-20,1184.0,2.0,1297.0,,5.0
2020-12-27,1019.0,4.0,1177.0,,4.0
2021-01-03,1344.0,3.0,1372.0,,13.0
2021-01-10,1591.0,2.0,1632.0,,3.0
2021-01-17,1419.0,6.0,1670.0,,8.0
2021-01-24,1550.0,3.0,1674.0,,3.0
2021-01-31,1193.0,5.0,1510.0,,8.0
2021-02-07,1243.0,2.0,1415.0,,5.0
2021-02-14,1373.0,3.0,1587.0,,7.0
2021-02-21,1254.0,2.0,1526.0,,8.0
2021-02-28,1410.0,3.0,1683.0,,7.0
2021-03-07,1504.0,4.0,1913.0,,5.0
2021-03-14,1586.0,3.0,1817.0,,9.0
2021-03-21,1406.0,5.0,1693.0,,4.0
2021-03-28,1224.0,5.0,1601.0,,8.0
2021-04-04,1076.0,4.0,1298.0,,8.0
2021-04-11,1187.0,3.0,1487.0,,9.0
2021-04-18,1090.0,2.0,1303.0,,2.0
2021-04-25,955.0,6.0,1221.0,,5.0
2021-05-02,1018.0,2.0,1175.0,,4.0
2021-05-09,1224.0,2.0,1344.0,,8.0
2021-05-16,1347.0,5.0,1493.0,,9.0
2021-05-23,1362.0,3.0,1547.0,,10.0
2021-05-30,1125.0,1.0,1412.0,,5.0
2021-06-06,1368.0,3.0,1626.0,,6.0
2021-06-13,1406.0,3.0,1660.0,,7.0
2021-06-20,1456.0,1.0,1567.0,,5.0
2021-06-27,1223.0,5.0,1490.0,,6.0
2021-07-04,1255.0,5.0,1480.0,,2.0
2021-07-11,1366.0,5.0,1524.0,,11.0
2021-07-18,1487.0,2.0,1679.0,,5.0
2021-07-25,1478.0,6.0,1761.0,,10.0
2021-08-01,1295.0,7.0,1575.0,,9.0
2021-08-08,1476.0,5.0,1641.0,,7.0
2021-08-15,1528.0,3.0,1762.0,,7.0
2021-08-22,1456.0,4.0,1586.0,,13.0
2021-08-29,1390.0,4.0,1590.0,,6.0
2021-09-05,1307.0,12.0,1520.0,,7.0
2021-09-12,1326.0,4.0,1617.0,,8.0
2021-09-19,1465.0,10.0,1799.0,,14.0
2021-09-26,1547.0,12.0,1656.0,,7.0
2021-10-03,1591.0,7.0,1693.0,,7.0
2021-10-10,1571.0,6.0,1851.0,,10.0
2021-10-17,1664.0,3.0,1814.0,,19.0
2021-10-24,1522.0,6.0,1879.0,,3.0
2021-10-31,1321.0,3.0,1458.0,,11.0
2021-11-07,1529.0,4.0,1703.0,,7.0
2021-11-14,1516.0,3.0,1755.0,,7.0
2021-11-21,1508.0,6.0,1665.0,,5.0
2021-11-28,1000.0,5.0,1416.0,,5.0
2021-12-05,1469.0,7.0,1749.0,,7.0
2021-12-12,1439.0,4.0,1725.0,,12.0
2021-12-19,1459.0,7.0,1589.0,,12.0
2021-12-26,989.0,3.0,1242.0,,4.0
2022-01-02,872.0,3.0,1040.0,2.0,8.0
2022-01-09,1373.0,2.0,1477.0,6.0,7.0
2022-01-16,1535.0,5.0,1707.0,8.0,10.0
2022-01-23,1605.0,8.0,1769.0,12.0,8.0
2022-01-30,1166.0,6.0,1401.0,11.0,6.0
2022-02-06,1329.0,4.0,1785.0,15.0,6.0
2022-02-13,1730.0,10.0,1970.0,7.0,12.0
2022-02-20,1659.0,9.0,2012.0,12.0,10.0
2022-02-27,1524.0,9.0,1704.0,9.0,13.0
2022-03-06,1747.0,5.0,2052.0,5.0,21.0
2022-03-13,1607.0,7.0,2025.0,8.0,12.0
2022-03-20,1588.0,4.0,2078.0,9.0,14.0
2022-03-27,1674.0,6.0,2040.0,7.0,14.0
2022-04-03,1611.0,4.0,2041.0,11.0,16.0
2022-04-10,1795.0,6.0,2198.0,14.0,20.0
2022-04-17,1659.0,4.0,1989.0,3.0,10.0
2022-04-24,1556.0,4.0,2009.0,6.0,10.0
2022-05-01,1623.0,8.0,2013.0,10.0,15.0
2022-05-08,1711.0,5.0,2059.0,13.0,26.0
2022-05-15,1837.0,11.0,1985.0,7.0,13.0
2022-05-22,1702.0,2.0,1974.0,13.0,19.0
2022-05-29,1639.0,8.0,2025.0,6.0,15.0
2022-06-05,1653.0,4.0,2063.0,6.0,17.0
2022-06-12,1767.0,6.0,2069.0,8.0,16.0
2022-06-19,1694.0,2.0,2019.0,7.0,12.0
2022-06-26,1602.0,4.0,1929.0,1.0,14.0
2022-07-03,1640.0,4.0,2030.0,3.0,11.0
2022-07-10,1691.0,4.0,1963.0,10.0,12.0
2022-07-17,1621.0,2.0,1990.0,14.0,19.0
2022-07-24,1593.0,1.0,1859.0,9.0,16.0
2022-07-31,1550.0,4.0,1788.0,3.0,11.0
2022-08-07,1505.0,5.0,1638.0,8.0,8.0
2022-08-14,1655.0,5.0,1929.0,6.0,12.0
2022-08-21,1636.0,4.0,1859.0,8.0,14.0
2022-08-28,1571.0,5.0,2019.0,12.0,21.0
2022-09-04,1747.0,1.0,1979.0,9.0,13.0
2022-09-11,1687.0,3.0,1807.0,4.0,13.0
2022-09-18,1700.0,4.0,1936.0,8.0,24.0
2022-09-25,1568.0,3.0,1826.0,9.0,14.0
2022-10-02,1841.0,4.0,1957.0,9.0,16.0
2022-10-09,1831.0,3.0,2005.0,8.0,17.0
2022-10-16,1722.0,2.0,2139.0,9.0,11.0
2022-10-23,1878.0,5.0,2054.0,13.0,14.0
2022-10-30,1822.0,5.0,2230.0,15.0,25.0
2022-11-06,1846.0,1.0,2201.0,4.0,27.0
2022-11-13,1774.0,10.0,2183.0,6.0,15.0
2022-11-20,1685.0,1.0,2200.0,13.0,28.0
2022-11-27,1343.0,1.0,1841.0,7.0,17.0
2022-12-04,1690.0,4.0,2151.0,10.0,26.0
2022-12-11,1681.0,5.0,2085.0,10.0,22.0
2022-12-18,1542.0,6.0,1919.0,13.0,24.0
2022-12-25,1337.0,2.0,1487.0,13.0,13.0
2023-01-01,1451.0,3.0,1886.0,7.0,17.0
2023-01-08,1891.0,5.0,2343.0,9.0,28.0
2023-01-15,1964.0,5.0,2410.0,15.0,29.0
2023-01-22,1884.0,4.0,2467.0,8.0,25.0
2023-01-29,1790.0,2.0,2216.0,17.0,23.0
2023-02-05,1764.0,6.0,2502.0,12.0,27.0
2023-02-12,1840.0,5.0,2475.0,14.0,19.0
2023-02-19,1839.0,8.0,2335.0,18.0,32.0
2023-02-26,1585.0,6.0,2258.0,12.0,22.0
2023-03-05,1748.0,9.0,2378.0,11.0,19.0
2023-03-12,1839.0,5.0,2501.0,13.0,28.0
2023-03-19,1806.0,4.0,2294.0,16.0,29.0
2023-03-26,1724.0,1.0,2116.0,14.0,16.0
2023-04-02,1421.0,7.0,1794.0,7.0,11.0
